('cinl', 'le'): 1.0
('m', 'aik'): 0.0011441647597254005
('m', 'kan'): 0.0011441647597254005
('m', 'eir'): 0.0011441647597254005
('m', 'roz'): 0.0011441647597254005
('m', 'iens'): 0.0011441647597254005
('m', 'ead'): 0.0011441647597254005
('m', 'iast'): 0.0011441647597254005
('m', 'ailf'): 0.0011441647597254005
('m', 'ial'): 0.0011441647597254005
('m', 'oa'): 0.0011441647597254005
('m', 'aar'): 0.0011441647597254005
('m', 'yers'): 0.0011441647597254005
('m', 'aecy'): 0.0011441647597254005
('m', 'ke'): 0.0011441647597254005
('m', 'ni'): 0.0011441647597254005
('m', 'n'): 0.0011441647597254005
('m', 'oonst'): 0.0011441647597254005
('m', 'eis'): 0.0011441647597254005
('m', 'iop'): 0.0011441647597254005
('m', 'auls'): 0.0011441647597254005
('m', 'uak'): 0.0011441647597254005
('m', 'ui'): 0.0011441647597254005
('m', 'ains'): 0.0011441647597254005
('m', 'iin'): 0.0011441647597254005
('m', 'iay'): 0.0011441647597254005
('m', 'ae'): 0.0011441647597254005
('m', 'ee'): 0.0011441647597254005
('m', 'ren'): 0.0011441647597254005
('m', 'ean'): 0.0011441647597254005
('m', 'mo'): 0.0011441647597254005
('m', 'iis'): 0.0011441647597254005
('m', 'pegx'): 0.0011441647597254005
('m', 'iem'): 0.0011441647597254005
('m', 'urs'): 0.0011441647597254005
('m', 'oon'): 0.0011441647597254005
('m', 'iabd'): 0.0011441647597254005
('m', 'ian'): 0.0011441647597254005
('m', 'wa'): 0.0011441647597254005
('m', 'ias'): 0.0011441647597254005
('m', 'aeos'): 0.0011441647597254005
('m', 'iii'): 0.0011441647597254005
('m', 'miv'): 0.0011441647597254005
('m', 'aeus'): 0.0011441647597254005
('li', 'miy'): 0.0011440400958814556
('li', 'l'): 0.0011440400958814556
('endsntnc', 'bas'): 0.0011433183132692178
('endsntnc', 'g'): 0.0011433183132692178
('endsntnc', 'ak'): 0.0011433183132692178
('endsntnc', 'dir'): 0.0011433183132692178
('endsntnc', 'ul'): 0.0011433183132692178
('da', 'gil'): 0.0011427526626137038
('da', 'ci'): 0.0011427526626137038
('ni', 'rin'): 0.001142367556761388
('ni', 'ke'): 0.001142367556761388
('lin', 'endsntnc'): 0.0011409013120365088
('lin', 'to'): 0.0011409013120365088
('i', 'ma'): 0.0011391570238023863
('ci', 'ren'): 0.0011339475549255846
('ci', 'lim'): 0.0011339475549255846
('ci', 'men'): 0.0011339475549255846
('lu', 'nup'): 0.0011337868480725624
('lu', 'mur'): 0.0011337868480725624
('wtspc', 'yak'): 0.0011335478129919912
('wtspc', 'cev'): 0.0011335478129919912
('kar', 'tin'): 0.0011331444759206798
('kar', 'bo'): 0.0011331444759206798
('kar', 'sulm'): 0.0011331444759206798
('kar', 'dir'): 0.0011331444759206798
('kar', 'gi'): 0.0011331444759206798
('kar', 'tus'): 0.0011331444759206798
('di', 'de'): 0.0011330311916822181
('di', 'nil'): 0.0011330311916822181
('cok', 'tuk'): 0.0011312217194570137
('cok', 'ca'): 0.0011312217194570137
('cok', 'gen'): 0.0011312217194570137
('de', 'bil'): 0.0011307420494699647
('de', 'vir'): 0.0011307420494699647
('de', 'no'): 0.0011307420494699647
('ma', 'n'): 0.0011301031219098743
('ge', 'da'): 0.0011273957158962795
('rul', 'm'): 0.0011261261261261261
('rul', 'dan'): 0.0011261261261261261
('rul', 'duy'): 0.0011261261261261261
('rul', 'mu'): 0.0011261261261261261
('rul', 'sa'): 0.0011261261261261261
('ru', 'yen'): 0.001125872551227201
('ru', 'no'): 0.001125872551227201
('ru', 'kog'): 0.001125872551227201
('ru', 'num'): 0.001125872551227201
('ru', 'luk'): 0.001125872551227201
('ru', 'ga'): 0.001125872551227201
('ru', 'yo'): 0.001125872551227201
('ru', 'ni'): 0.001125872551227201
('u', 'yul'): 0.0011231748408835642
('u', 'sul'): 0.0011231748408835642
('u', 'fuk'): 0.0011231748408835642
('u', 'zer'): 0.0011231748408835642
('er', 'sin'): 0.001122334455667789
('er', 'si'): 0.001122334455667789
('er', 'win'): 0.001122334455667789
('er', 'san'): 0.001122334455667789
('er', 'mek'): 0.001122334455667789
('er', 'man'): 0.001122334455667789
('er', 'gec'): 0.001122334455667789
('er', 'ving'): 0.001122334455667789
('er', 'bil'): 0.001122334455667789
('er', 'gu'): 0.001122334455667789
('er', 'cek'): 0.001122334455667789
('er', 'gan'): 0.001122334455667789
('er', 'ri'): 0.001122334455667789
('er', 'can'): 0.001122334455667789
('er', 'kog'): 0.001122334455667789
('er', 'ler'): 0.001122334455667789
('er', 'su'): 0.001122334455667789
('er', 'nis'): 0.001122334455667789
('er', 'raz'): 0.001122334455667789
('er', 'rak'): 0.001122334455667789
('er', 'mer'): 0.001122334455667789
('er', 'rol'): 0.001122334455667789
('er', 'roll'): 0.001122334455667789
('er', 'lan'): 0.001122334455667789
('er', 'le'): 0.001122334455667789
('er', 'lo'): 0.001122334455667789
('er', 'got'): 0.001122334455667789
('er', 'ror'): 0.001122334455667789
('er', 'gor'): 0.001122334455667789
('er', 'rand'): 0.001122334455667789
('wtspc', 'tem'): 0.001119857622013827
('za', 'bil'): 0.0011181513231457323
('za', 'lim'): 0.0011181513231457323
('za', 'lak'): 0.0011181513231457323
('za', 'ta'): 0.0011181513231457323
('za', 'mik'): 0.0011181513231457323
('o', 'tuz'): 0.0011180992313067784
('dil', 'men'): 0.0011179429849077697
('dil', 'la'): 0.0011179429849077697
('yan', 'ti'): 0.0011160714285714285
('yan', 'sir'): 0.0011160714285714285
('yan', 'endsntnc'): 0.0011160714285714285
('yan', 'goz'): 0.0011160714285714285
('ye', 'ge'): 0.0011135857461024498
('ve', 'zi'): 0.0011132940406024885
('si', 'kin'): 0.001113017669155498
('si', 'de'): 0.001113017669155498
('si', 'fi'): 0.001113017669155498
('dan', 'da'): 0.0011098779134295228
('dan', 'si'): 0.0011098779134295228
('ol', 'cut'): 0.0011093854004881295
('bgnsntnc', 'h'): 0.0011074197120708748
('bgnsntnc', 'kar'): 0.0011074197120708748
('bgnsntnc', 'lig'): 0.0011074197120708748
('bgnsntnc', 'bo'): 0.0011074197120708748
('kil', 'la'): 0.0011074197120708748
('bgnsntnc', 'ilk'): 0.0011074197120708748
('kil', 'dey'): 0.0011074197120708748
('kil', 'ye'): 0.0011074197120708748
('kil', 'dan'): 0.0011074197120708748
('kil', 'led'): 0.0011074197120708748
('kil', 'diy'): 0.0011074197120708748
('kil', 'mez'): 0.0011074197120708748
('kil', 'endsntnc'): 0.0011074197120708748
('kil', 'cal'): 0.0011074197120708748
('dur', 'te'): 0.0011061946902654867
('dur', 'mu'): 0.0011061946902654867
('dur', 'tup'): 0.0011061946902654867
('dur', 'rah'): 0.0011061946902654867
('dur', 'mar'): 0.0011061946902654867
('dur', 'ta'): 0.0011061946902654867
('dur', 'bu'): 0.0011061946902654867
('dur', 'rez'): 0.0011061946902654867
('dur', 'ru'): 0.0011061946902654867
('dur', 'duy'): 0.0011061946902654867
('dur', 'da'): 0.0011061946902654867
('dur', 'ge'): 0.0011061946902654867
('dur', 'tul'): 0.0011061946902654867
('dur', 'sa'): 0.0011061946902654867
('dur', 'mez'): 0.0011061946902654867
('dur', 'ha'): 0.0011061946902654867
('dur', 'o'): 0.0011061946902654867
('ri', 'ze'): 0.0011051985264019647
('ya', 're'): 0.0011040734499389855
('ze', 'til'): 0.0011037527593818985
('ze', 'rey'): 0.0011037527593818985
('ze', 'ra'): 0.0011037527593818985
('ze', 'na'): 0.0011037527593818985
('ke', 'sip'): 0.0011022320198401765
('ke', 'min'): 0.0011022320198401765
('ke', 'siy'): 0.0011022320198401765
('ke', 'ze'): 0.0011022320198401765
('ke', 'miz'): 0.0011022320198401765
('yin', 'c'): 0.0011013215859030838
('yin', 'mek'): 0.0011013215859030838
('yin', 'bas'): 0.0011013215859030838
('yin', 'me'): 0.0011013215859030838
('yin', 'mad'): 0.0011013215859030838
('yin', 'dey'): 0.0011013215859030838
('yin', 'day'): 0.0011013215859030838
('yin', 'tab'): 0.0011013215859030838
('tur', 'kan'): 0.001100715465052284
('tur', 'bu'): 0.001100715465052284
('tur', 'k'): 0.001100715465052284
('tur', 'tul'): 0.001100715465052284
('tur', 'tu'): 0.001100715465052284
('ra', 'dag'): 0.0011003521126760564
('ta', 'nan'): 0.0011001100110011
('ta', 'be'): 0.0011001100110011
('ta', 'kal'): 0.0011001100110011
('ta', 'van'): 0.0011001100110011
('la', 'bo'): 0.001097840912871353
('da', 'han'): 0.0010970425561091558
('bu', 'dur'): 0.0010955084154964645
('bu', 'zu'): 0.0010955084154964645
('den', 'bi'): 0.0010907504363001745
('den', 'mis'): 0.0010907504363001745
('den', 'endsntnc'): 0.0010907504363001745
('man', 'su'): 0.0010905125408942203
('man', 'go'): 0.0010905125408942203
('man', 'tizm'): 0.0010905125408942203
('man', 'nin'): 0.0010905125408942203
('man', 'set'): 0.0010905125408942203
('man', 'ba'): 0.0010905125408942203
('man', 'de'): 0.0010905125408942203
('wtspc', 'bel'): 0.001089739201861866
('gi', 'mi'): 0.0010896637608966376
('ca', 'ci'): 0.001088139281828074
('ca', 'cak'): 0.001088139281828074
('ca', 'nan'): 0.001088139281828074
('ca', 'caf'): 0.001088139281828074
('ca', 'buk'): 0.001088139281828074
('ca', 'giz'): 0.001088139281828074
('ca', 'tin'): 0.001088139281828074
('tik', 'cag'): 0.0010869565217391304
('tik', 'h'): 0.0010869565217391304
('tik', 'fi'): 0.0010869565217391304
('tik', 'ta'): 0.0010869565217391304
('me', 'la'): 0.00108499095840868
('lan', 'dan'): 0.0010847457627118644
('ha', 'rez'): 0.0010845986984815619
('ha', 'bir'): 0.0010845986984815619
('ha', 'no'): 0.0010845986984815619
('ha', 'lar'): 0.0010845986984815619
('ha', 'me'): 0.0010845986984815619
('ha', 'mur'): 0.0010845986984815619
('ha', 'w'): 0.0010845986984815619
('yar', 'lig'): 0.0010834236186348862
('yar', 'bil'): 0.0010834236186348862
('yar', 'ken'): 0.0010834236186348862
('yar', 'lik'): 0.0010834236186348862
('yar', 'sav'): 0.0010834236186348862
('yar', 'mis'): 0.0010834236186348862
('yar', 'ne'): 0.0010834236186348862
('yar', 'sa'): 0.0010834236186348862
('yar', 'sak'): 0.0010834236186348862
('yar', 'y'): 0.0010834236186348862
('yar', 'mah'): 0.0010834236186348862
('yar', 'tek'): 0.0010834236186348862
('yar', 'siz'): 0.0010834236186348862
('du', 'dak'): 0.0010830883490639022
('wtspc', 'cik'): 0.0010815250872749675
('le', 'ge'): 0.0010803889400184067
('endsntnc', 'her'): 0.0010760642948416169
('ka', 'fat'): 0.0010757946210268948
('ka', 'zak'): 0.0010757946210268948
('a', 'nin'): 0.0010757314974182443
('a', 'tol'): 0.0010757314974182443
('sa', 'sa'): 0.001073066042337333
('yu', 'tuy'): 0.001072961373390558
('yu', 'ta'): 0.001072961373390558
('yu', 'kun'): 0.001072961373390558
('yu', 'ra'): 0.001072961373390558
('yu', 'dur'): 0.001072961373390558
('yu', 'de'): 0.001072961373390558
('yu', 'mek'): 0.001072961373390558
('yu', 'han'): 0.001072961373390558
('yu', 'mak'): 0.001072961373390558
('yu', 'kan'): 0.001072961373390558
('yu', 'cuy'): 0.001072961373390558
('e', 'ma'): 0.0010726325467361323
('e', 'ka'): 0.0010726325467361323
('rin', 'lik'): 0.0010724499523355577
('ti', 'fi'): 0.0010718113612004287
('ti', 'mo'): 0.0010718113612004287
('ti', 'kor'): 0.0010718113612004287
('ni', 'de'): 0.0010709695844638013
('ni', 'gin'): 0.0010709695844638013
('ni', 'yi'): 0.0010709695844638013
('s', 'parc'): 0.0010698047606311847
('s', 'mo'): 0.0010698047606311847
('s', 'eu'): 0.0010698047606311847
('s', 'tis'): 0.0010698047606311847
('s', 'gal'): 0.0010698047606311847
('s', 'kin'): 0.0010698047606311847
('s', 'lev'): 0.0010698047606311847
('s', 'taj'): 0.0010698047606311847
('s', 'ee'): 0.0010698047606311847
('s', 'oun'): 0.0010698047606311847
('s', 'ra'): 0.0010698047606311847
('s', 've'): 0.0010698047606311847
('s', 'ha'): 0.0010698047606311847
('s', 'kec'): 0.0010698047606311847
('s', 'kit'): 0.0010698047606311847
('s', 'lip'): 0.0010698047606311847
('s', 'taphy'): 0.0010698047606311847
('s', 'wiss'): 0.0010698047606311847
('s', 'vet'): 0.0010698047606311847
('wtspc', 'm'): 0.0010678348962968034
('wtspc', 'ra'): 0.0010678348962968034
('wtspc', 'to'): 0.0010678348962968034
('fi', 'ki'): 0.0010666666666666667
('fi', 'ca'): 0.0010666666666666667
('fi', 'l'): 0.0010666666666666667
('fi', 'niz'): 0.0010666666666666667
('fi', 'lig'): 0.0010666666666666667
('fi', 'endsntnc'): 0.0010666666666666667
('fi', 'sing'): 0.0010666666666666667
('fi', 'n'): 0.0010666666666666667
('fi', 'kol'): 0.0010666666666666667
('fi', 'dir'): 0.0010666666666666667
('fi', 'nu'): 0.0010666666666666667
('si', 'niz'): 0.0010666419329406853
('si', 'ret'): 0.0010666419329406853
('si', 'nim'): 0.0010666419329406853
('di', 'ven'): 0.0010663822980538523
('di', 'ji'): 0.0010663822980538523
('di', 'zim'): 0.0010663822980538523
('mi', 'let'): 0.0010644768856447689
('mi', 'ner'): 0.0010644768856447689
('mi', 'yo'): 0.0010644768856447689
('mi', 'b'): 0.0010644768856447689
('re', 'for'): 0.0010638297872340426
('re', 'ge'): 0.0010638297872340426
('re', 'sep'): 0.0010638297872340426
('re', 'fek'): 0.0010638297872340426
('lo', 'vic'): 0.0010626992561105207
('lo', 'kavt'): 0.0010626992561105207
('lo', 'rek'): 0.0010626992561105207
('ji', 'bi'): 0.0010626992561105207
('lo', 'sun'): 0.0010626992561105207
('ji', 'j'): 0.0010626992561105207
('lo', 'lu'): 0.0010626992561105207
('ji', 'miy'): 0.0010626992561105207
('ji', 'sos'): 0.0010626992561105207
('ji', 'nas'): 0.0010626992561105207
('lo', 'me'): 0.0010626992561105207
('lo', 'nat'): 0.0010626992561105207
('lo', 'ti'): 0.0010626992561105207
('lo', 'gun'): 0.0010626992561105207
('ji', 'tek'): 0.0010626992561105207
('lo', 'bin'): 0.0010626992561105207
('lo', 'nal'): 0.0010626992561105207
('lo', 'l'): 0.0010626992561105207
('ji', 'o'): 0.0010626992561105207
('lo', 'ta'): 0.0010626992561105207
('lo', 'kun'): 0.0010626992561105207
('lo', 'ce'): 0.0010626992561105207
('lo', 'rur'): 0.0010626992561105207
('lo', 'luk'): 0.0010626992561105207
('ji', 'da'): 0.0010626992561105207
('lo', 'jis'): 0.0010626992561105207
('ji', 'mu'): 0.0010626992561105207
('lo', 'kost'): 0.0010626992561105207
('ji', 'to'): 0.0010626992561105207
('lo', 'rid'): 0.0010626992561105207
('ji', 'ro'): 0.0010626992561105207
('lo', 'ral'): 0.0010626992561105207
('lo', 'ri'): 0.0010626992561105207
('lo', 'kan'): 0.0010626992561105207
('ji', 'ki'): 0.0010626992561105207
('lo', 'zu'): 0.0010626992561105207
('wtspc', 'ni'): 0.0010623588199055378
('bgnsntnc', 'pe'): 0.0010612772240679218
('bgnsntnc', 'dev'): 0.0010612772240679218
('bgnsntnc', 'va'): 0.0010612772240679218
('bgnsntnc', 'ol'): 0.0010612772240679218
('bgnsntnc', 'ii'): 0.0010612772240679218
('bgnsntnc', 'nu'): 0.0010612772240679218
('bgnsntnc', 'bel'): 0.0010612772240679218
('bgnsntnc', 'cok'): 0.0010612772240679218
('ma', 'laz'): 0.001059471676790507
('ma', 'le'): 0.001059471676790507
('or', 'well'): 0.0010589481115425344
('or', 'te'): 0.0010589481115425344
('or', 'dek'): 0.0010589481115425344
('or', 'd'): 0.0010589481115425344
('or', 'ge'): 0.0010589481115425344
('te', 'lif'): 0.0010580890911014707
('te', 'ge'): 0.0010580890911014707
('te', 'zin'): 0.0010580890911014707
('wtspc', 'hi'): 0.001056882743514272
('wtspc', 'yaz'): 0.001056882743514272
('ki', 're'): 0.0010563094174047291
('bi', 'si'): 0.0010548523206751054
('wtspc', 'ek'): 0.0010541447053186391
('ran', 'goz'): 0.00105318588730911
('ran', 'dom'): 0.00105318588730911
('ran', 'cak'): 0.00105318588730911
('ran', 'tik'): 0.00105318588730911
('ran', 'dir'): 0.00105318588730911
('ran', 'maz'): 0.00105318588730911
('ran', 'sac'): 0.00105318588730911
('ran', 'sit'): 0.00105318588730911
('ran', 'sap'): 0.00105318588730911
('ran', 's'): 0.00105318588730911
('ran', 'ga'): 0.00105318588730911
('min', 'ga'): 0.0010504201680672268
('min', 'der'): 0.0010504201680672268
('min', 'tern'): 0.0010504201680672268
('min', 'dey'): 0.0010504201680672268
('min', 'net'): 0.0010504201680672268
('min', 'ca'): 0.0010504201680672268
('o', 'len'): 0.0010482180293501049
('yor', 'bu'): 0.0010482180293501049
('yor', 'mut'): 0.0010482180293501049
('yor', 'sam'): 0.0010482180293501049
('yor', 'kun'): 0.0010482180293501049
('yor', 'sak'): 0.0010482180293501049
('yor', 'no'): 0.0010482180293501049
('yor', 'd'): 0.0010482180293501049
('yor', 'her'): 0.0010482180293501049
('yor', 'turk'): 0.0010482180293501049
('yor', 'duk'): 0.0010482180293501049
('yor', 'san'): 0.0010482180293501049
('yor', 'dur'): 0.0010482180293501049
('ger', 'siz'): 0.0010460251046025104
('ger', 'ge'): 0.0010460251046025104
('ger', 'man'): 0.0010460251046025104
('ger', 'm'): 0.0010460251046025104
('ger', 'lik'): 0.0010460251046025104
('ne', 'len'): 0.001043405676126878
('se', 'ze'): 0.0010432190760059613
('se', 'bil'): 0.0010432190760059613
('se', 'dir'): 0.0010432190760059613
('se', 'ko'): 0.0010432190760059613
('se', 'lev'): 0.0010432190760059613
('se', 'lir'): 0.0010432190760059613
('wtspc', 'faz'): 0.0010431925525361079
('endsntnc', 'as'): 0.0010424372856278163
('rim', 'han'): 0.0010416666666666667
('yo', 'fi'): 0.0010416666666666667
('rim', 'ta'): 0.0010416666666666667
('rim', 'liy'): 0.0010416666666666667
('yo', 'ya'): 0.0010416666666666667
('yo', 'ra'): 0.0010416666666666667
('rim', 'ko'): 0.0010416666666666667
('rim', 'kuk'): 0.0010416666666666667
('rim', 'son'): 0.0010416666666666667
('yo', 'nist'): 0.0010416666666666667
('rim', 'kub'): 0.0010416666666666667
('rim', 'te'): 0.0010416666666666667
('rim', 'si'): 0.0010416666666666667
('rim', 'b'): 0.0010416666666666667
('yo', 'gu'): 0.0010416666666666667
('yo', 'gurt'): 0.0010416666666666667
('rim', 'ma'): 0.0010416666666666667
('rim', 'd'): 0.0010416666666666667
('rim', 'sul'): 0.0010416666666666667
('rim', 'pac'): 0.0010416666666666667
('rim', 'se'): 0.0010416666666666667
('wtspc', 'der'): 0.0010377164761448422
('li', 'for'): 0.001035083896273698
('na', 'ga'): 0.0010347206254311336
('na', 'mo'): 0.0010347206254311336
('na', 'dan'): 0.0010347206254311336
('na', 'po'): 0.0010347206254311336
('pi', 'ku'): 0.0010337698139214334
('pi', 're'): 0.0010337698139214334
('pi', 'lip'): 0.0010337698139214334
('pi', 'sir'): 0.0010337698139214334
('pi', 'tu'): 0.0010337698139214334
('pi', 'las'): 0.0010337698139214334
('pi', 'co'): 0.0010337698139214334
('pi', 'koy'): 0.0010337698139214334
('n', 'uang'): 0.0010319917440660474
('n', 'uilsky'): 0.0010319917440660474
('n', 'aut'): 0.0010319917440660474
('n', 'ao'): 0.0010319917440660474
('n', 'aean'): 0.0010319917440660474
('n', 'uan'): 0.0010319917440660474
('n', 'teg'): 0.0010319917440660474
('n', 'dict'): 0.0010319917440660474
('n', 'iart'): 0.0010319917440660474
('n', 'fi'): 0.0010319917440660474
('n', 'ka'): 0.0010319917440660474
('n', 'tef'): 0.0010319917440660474
('n', 'auk'): 0.0010319917440660474
('n', 'ti'): 0.0010319917440660474
('n', 'ail'): 0.0010319917440660474
('n', 'eoev'): 0.0010319917440660474
('n', 'yu'): 0.0010319917440660474
('n', 'gus'): 0.0010319917440660474
('n', 'iue'): 0.0010319917440660474
('n', 'eion'): 0.0010319917440660474
('n', 'eal'): 0.0010319917440660474
('n', 'ians'): 0.0010319917440660474
('n', 'aip'): 0.0010319917440660474
('n', 'eum'): 0.0010319917440660474
('n', 'dir'): 0.0010319917440660474
('n', 'oa'): 0.0010319917440660474
('n', 'ge'): 0.0010319917440660474
('n', 'uet'): 0.0010319917440660474
('n', 'iawsky'): 0.0010319917440660474
('n', 'aay'): 0.0010319917440660474
('n', 'oe'): 0.0010319917440660474
('n', 'eagr'): 0.0010319917440660474
('n', 'la'): 0.0010319917440660474
('n', 'r'): 0.0010319917440660474
('n', 'iis'): 0.0010319917440660474
('n', 'aos'): 0.0010319917440660474
('n', 'iai'): 0.0010319917440660474
('n', 'aim'): 0.0010319917440660474
('n', 'iask'): 0.0010319917440660474
('n', 'for'): 0.0010319917440660474
('n', 'oor'): 0.0010319917440660474
('n', 'met'): 0.0010319917440660474
('n', 'oirs'): 0.0010319917440660474
('n', 'den'): 0.0010319917440660474
('n', 'euen'): 0.0010319917440660474
('n', 'oul'): 0.0010319917440660474
('n', 'del'): 0.0010319917440660474
('n', 'es'): 0.0010319917440660474
('n', 'oal'): 0.0010319917440660474
('n', 'eid'): 0.0010319917440660474
('n', 'eil'): 0.0010319917440660474
('n', 'ya'): 0.0010319917440660474
('n', 'ha'): 0.0010319917440660474
('n', 'va'): 0.0010319917440660474
('n', 'der'): 0.0010319917440660474
('n', 'kel'): 0.0010319917440660474
('n', 'eol'): 0.0010319917440660474
('n', 'oik'): 0.0010319917440660474
('n', 'ras'): 0.0010319917440660474
('n', 'eoad'): 0.0010319917440660474
('n', 'uous'): 0.0010319917440660474
('n', 'eill'): 0.0010319917440660474
('n', 'eul'): 0.0010319917440660474
('n', 'aah'): 0.0010319917440660474
('n', 'c'): 0.0010319917440660474
('n', 'eiff'): 0.0010319917440660474
('n', 'yon'): 0.0010319917440660474
('n', 'eel'): 0.0010319917440660474
('n', 'aux'): 0.0010319917440660474
('la', 'dik'): 0.0010313050999700589
('la', 'miy'): 0.0010313050999700589
('la', 'tan'): 0.0010313050999700589
('la', 'li'): 0.0010313050999700589
('tir', 'da'): 0.0010296893770379268
('der', 'ben'): 0.00102880658436214
('der', 'den'): 0.00102880658436214
('der', 'born'): 0.00102880658436214
('der', 'ge'): 0.00102880658436214
('der', 'g'): 0.00102880658436214
('der', 'na'): 0.00102880658436214
('der', 'ney'): 0.00102880658436214
('der', 'bir'): 0.00102880658436214
('der', 'mon'): 0.00102880658436214
('der', 'ha'): 0.00102880658436214
('der', 'p'): 0.00102880658436214
('der', 'fu'): 0.00102880658436214
('der', 'mi'): 0.00102880658436214
('der', 'y'): 0.00102880658436214
('der', 'de'): 0.00102880658436214
('der', 'dir'): 0.00102880658436214
('der', 'bundsk'): 0.00102880658436214
('der', 'bund'): 0.00102880658436214
('der', 'mat'): 0.00102880658436214
('der', 'da'): 0.00102880658436214
('der', 'bent'): 0.00102880658436214
('ra', 'ku'): 0.0010269953051643193
('ra', 'ga'): 0.0010269953051643193
('ra', 'til'): 0.0010269953051643193
('ta', 'gi'): 0.0010267693436010268
('ta', 'din'): 0.0010267693436010268
('ta', 't'): 0.0010267693436010268
('ta', 'l'): 0.0010267693436010268
('rak', 'tan'): 0.0010258514567090685
('rak', 'mak'): 0.0010258514567090685
('do', 'vus'): 0.001024327784891165
('do', 'vu'): 0.001024327784891165
('do', 'cent'): 0.001024327784891165
('do', 'cu'): 0.001024327784891165
('do', 'r'): 0.001024327784891165
('ri', 'ce'): 0.001023331968890708
('ri', 'den'): 0.001023331968890708
('ri', 'tan'): 0.001023331968890708
('is', 'lak'): 0.001021972406745018
('is', 've'): 0.001021972406745018
('is', 'lik'): 0.001021972406745018
('is', 'lam'): 0.001021972406745018
('is', 'mar'): 0.001021972406745018
('tem', 'di'): 0.0010214504596527069
('tem', 'sel'): 0.0010214504596527069
('tem', 'ren'): 0.0010214504596527069
('tem', 'se'): 0.0010214504596527069
('tem', 'ta'): 0.0010214504596527069
('tem', 'dar'): 0.0010214504596527069
('tem', 'ce'): 0.0010214504596527069
('tem', 'pel'): 0.0010214504596527069
('tem', 'bir'): 0.0010214504596527069
('tem', 'per'): 0.0010214504596527069
('si', 'yel'): 0.001020266196725873
('si', 'yom'): 0.001020266196725873
('si', 'vil'): 0.001020266196725873
('si', 'va'): 0.001020266196725873
('i', 'r'): 0.0010192457581389772
('i', 'cat'): 0.0010192457581389772
('mo', 'kin'): 0.0010188487009679063
('mus', 'cu'): 0.0010188487009679063
('mo', 'fo'): 0.0010188487009679063
('mo', 'sek'): 0.0010188487009679063
('mo', 'ne'): 0.0010188487009679063
('mo', 'dels'): 0.0010188487009679063
('mus', 'ca'): 0.0010188487009679063
('mus', 'su'): 0.0010188487009679063
('mo', 'ray'): 0.0010188487009679063
('mo', 'lar'): 0.0010188487009679063
('mo', 'ment'): 0.0010188487009679063
('mo', 'met'): 0.0010188487009679063
('mo', 'ru'): 0.0010188487009679063
('mo', 'nac'): 0.0010188487009679063
('mus', 'van'): 0.0010188487009679063
('mo', 'zart'): 0.0010188487009679063
('mo', 'dun'): 0.0010188487009679063
('mo', 'sa'): 0.0010188487009679063
('mo', 'men'): 0.0010188487009679063
('mus', 'tes'): 0.0010188487009679063
('mo', 'kov'): 0.0010188487009679063
('mo', 'ney'): 0.0010188487009679063
('mus', 'e'): 0.0010188487009679063
('mo', 's'): 0.0010188487009679063
('mo', 'nit'): 0.0010188487009679063
('mo', 'bol'): 0.0010188487009679063
('mo', 'ya'): 0.0010188487009679063
('wtspc', 'yol'): 0.0010158121705797795
('bgnsntnc', 'ger'): 0.0010151347360649685
('bgnsntnc', 'der'): 0.0010151347360649685
('bgnsntnc', 'has'): 0.0010151347360649685
('wtspc', 'un'): 0.0010130741323841467
('t', 'aoizm'): 0.0010116337885685382
('t', 'ver'): 0.0010116337885685382
('t', 'eam'): 0.0010116337885685382
('t', 'hom'): 0.0010116337885685382
('t', 'uart'): 0.0010116337885685382
('t', 'la'): 0.0010116337885685382
('t', 'hat'): 0.0010116337885685382
('t', 'eun'): 0.0010116337885685382
('t', 'ou'): 0.0010116337885685382
('t', 'wo'): 0.0010116337885685382
('t', 'his'): 0.0010116337885685382
('t', 'n'): 0.0010116337885685382
('t', 'ii'): 0.0010116337885685382
('t', 'eok'): 0.0010116337885685382
('t', 'wel'): 0.0010116337885685382
('t', 'uum'): 0.0010116337885685382
('t', 'ours'): 0.0010116337885685382
('t', 'ral'): 0.0010116337885685382
('t', 'ue'): 0.0010116337885685382
('t', 'hey'): 0.0010116337885685382
('t', 'ram'): 0.0010116337885685382
('t', 'rup'): 0.0010116337885685382
('t', 'eier'): 0.0010116337885685382
('t', 'aur'): 0.0010116337885685382
('t', 'eoart'): 0.0010116337885685382
('t', 'eic'): 0.0010116337885685382
('ce', 'sa'): 0.0010114145354717526
('ce', 'mil'): 0.0010114145354717526
('ce', 'mis'): 0.0010114145354717526
('ce', 'hen'): 0.0010114145354717526
('ce', 'res'): 0.0010114145354717526
('endsntnc', 'dil'): 0.0010088102764140158
('endsntnc', 'fe'): 0.0010088102764140158
('go', 'luy'): 0.0010056989607777405
('go', 'let'): 0.0010056989607777405
('go', 'zuy'): 0.0010056989607777405
('go', 'kal'): 0.0010056989607777405
('go', 'lo'): 0.0010056989607777405
('go', 'cer'): 0.0010056989607777405
('go', 'del'): 0.0010056989607777405
('da', 'ra'): 0.0010056223431000595
('a', 'pac'): 0.001004016064257028
('a', 'lip'): 0.001004016064257028
('a', 'tis'): 0.001004016064257028
('a', 'lel'): 0.001004016064257028
('ge', 'se'): 0.0010021295252411375
('ge', 'cin'): 0.0010021295252411375
('ge', 'nom'): 0.0010021295252411375
('di', 'dir'): 0.0009997334044254866
